id,prediction
444,1080.2429
445,86.23476
446,85.62825
447,217.65648
448,1887.2379
449,217.65648
450,387.5562
451,2796.4038
452,387.5562
453,488.1071
454,488.1071
455,3740.055
456,586.99536
457,4267.3667
458,588.92554
459,669.3181
460,4507.211
461,682.70807
462,641.3922
463,4248.946
464,637.0856
465,630.89404
466,3829.3816
467,630.89404
468,609.0464
469,610.5725
470,3616.4978
471,3049.4646
472,519.14484
473,519.14484
474,561.4575
475,499.30475
476,2890.8489
477,2445.3613
478,434.82617
479,436.24258
480,265.57483
481,265.57483
482,1559.7112
483,981.7034
484,206.52776
485,206.52776
486,112.310646
487,112.79955
488,616.62213
489,31.629988
490,198.21721
491,31.629988
492,65.29142
493,20.484741
494,11.86252
495,6.084134
496,3.8863044
497,7.1715255
498,3.3789642
499,4.2681146
500,2.8246543
501,3.3789642
502,4.2681146
503,2.8246543
504,2.971824
505,4.4892955
506,3.76599
507,6.569124
508,7.2924314
509,3.720184
510,18.839045
511,88.19705
512,21.345615
513,24.059614
514,141.65361
515,25.379988
516,38.428425
517,196.26123
518,39.307777
519,85.648994
520,85.171005
521,365.19135
522,572.0556
523,141.47826
524,141.47826
525,146.44417
526,146.44417
527,751.0387
528,836.8602
529,191.32607
530,190.72023
531,197.25868
532,197.25868
533,862.39844
534,204.313
535,200.7725
536,880.55707
537,205.38339
538,968.684
539,205.38339
540,267.37558
541,267.37558
542,1115.5431
543,315.7081
544,316.6343
545,1874.7329
546,1860.4767
547,343.25513
548,356.61423
549,1926.5128
550,258.41705
551,245.78903
552,1398.0583
553,252.0253
554,196.20325
555,153.90114
556,156.12903
557,671.586
558,436.38254
559,100.97538
560,99.10764
561,28.488226
562,165.87025
563,30.967731
564,11.86252
565,65.29142
566,20.484741
567,4.1987996
568,6.608383
569,7.4840217
570,4.2205744
571,2.777114
572,3.3789642
573,3.3789642
574,2.777114
575,4.2205744
576,4.3820977
577,2.8646264
578,3.706333
579,6.569124
580,3.951195
581,7.3104267
582,21.298075
583,19.280169
584,88.19705
585,388.58282
586,59.146378
587,58.72442
588,74.58611
589,74.87955
590,484.70627
591,112.078766
592,645.46796
593,107.404335
594,1154.185
595,182.57376
596,185.16284
597,2014.2188
598,277.54416
599,276.8306
600,2696.6343
601,421.69876
602,421.69876
603,2750.58
604,428.5054
605,452.93945
606,441.28177
607,441.28177
608,2679.2249
609,2801.6953
610,473.42456
611,482.7192
612,484.02646
613,2982.1028
614,477.33124
615,439.39667
616,2719.2961
617,446.22165
618,426.71744
619,2474.9668
620,425.45505
621,373.0872
622,373.0872
623,2186.2307
624,1082.0603
625,191.01404
626,194.2661
627,134.0648
628,134.0648
629,577.3356
630,331.27454
631,84.843994
632,85.48223
633,23.900728
634,24.73626
635,75.35063
636,13.0454
637,11.673504
638,45.124607
639,8.770419
640,8.268632
641,5.502219
642,4.327772
643,2.8843112
644,3.4386213
645,4.327772
646,2.8843112
647,3.4386213
648,3.706333
649,4.4296384
650,2.9121668
651,6.569124
652,7.357967
653,3.9987354
654,87.371025
655,21.308441
656,19.290537
657,38.77316
658,36.30118
659,198.71233
660,299.47723
661,73.68572
662,72.75715
663,98.71233
664,504.04105
665,98.77855
666,146.18683
667,594.40826
668,146.18683
669,155.18285
670,1031.7805
671,155.33664
672,311.6558
673,1631.8274
674,325.49973
675,1648.021
676,335.22498
677,332.3625
678,326.98602
679,1256.23
680,323.46143
681,326.98602
682,1190.5303
683,321.3806
684,322.44516
685,322.44516
686,1190.5303
687,309.92578
688,319.97095
689,1088.7959
690,272.9085
691,953.0488
692,276.29868
693,1026.0923
694,221.02162
695,225.25574
696,143.96349
697,143.96349
698,741.8246
699,533.7191
700,123.03007
701,123.09628
702,78.07526
703,78.413185
704,282.16718
705,107.86489
706,32.470287
707,32.470287
708,12.034849
709,20.64544
710,67.568275
711,15.422972
712,10.787019
713,7.196582
714,3.1860008
715,4.8569703
716,3.3789642
717,3.3789642
718,4.8569703
719,2.9949186
720,3.2718272
721,3.706333
722,5.018493
723,7.7176266
724,6.569124
725,4.0838985
726,87.371025
727,19.3757
728,21.393602
729,25.40496
730,145.17574
731,26.725334
732,73.76666
733,75.41011
734,301.875
735,108.58457
736,676.7575
737,108.58457
738,180.2685
739,1131.9274
740,180.2685
741,279.89194
742,2009.9069
743,279.89194
744,415.95786
745,2670.0615
746,413.5251
747,307.47562
748,302.14352
749,1958.6848
750,205.25203
751,205.25203
752,972.13916
753,311.60223
754,309.18906
755,1677.6046
756,1731.0472
757,327.80902
758,321.58304
759,321.06302
760,324.3701
761,1561.6393
762,1551.2653
763,304.80783
764,313.97128
765,239.73758
766,238.2985
767,1813.0795
768,258.07996
769,1406.2114
770,262.90155
771,1022.9342
772,220.81479
773,220.18045
774,619.6458
775,116.42686
776,115.99192
777,237.86183
778,42.878677
779,43.629734
780,138.68056
781,23.828247
782,11.710676
783,7.224909
784,16.952074
785,10.777805
786,2.8246543
787,3.3789642
788,5.561562
789,2.8246543
790,3.3789642
791,4.2681146
792,4.4296384
793,3.706333
794,2.9121668
795,3.9987354
796,6.569124
797,7.357967
798,34.89998
799,19.32771
800,144.56342
801,372.76328
802,58.51335
803,58.207924
804,99.50175
805,101.53746
806,526.3174
807,983.7001
808,141.49245
809,128.04514
810,185.13733
811,180.90897
812,1144.9166
813,200.49722
814,201.74106
815,1760.855
816,350.37436
817,350.37436
818,1910.7754
819,1955.8706
820,364.55054
821,355.91632
822,1754.5804
823,355.23932
824,355.23932
825,1754.5804
826,353.91666
827,353.91666
828,352.94598
829,353.78525
830,1955.8706
831,1873.9279
832,352.269
833,352.269
834,352.269
835,352.269
836,1671.8494
837,1781.3994
838,245.4477
839,245.4477
840,183.45879
841,1026.9004
842,183.45879
843,139.24286
844,633.7104
845,142.34149
846,85.4199
847,310.9026
848,84.59548
849,31.67006
850,107.55676
851,31.71928
852,12.191576
853,46.79608
854,13.790978
855,11.497207
856,8.001502
857,17.64062
858,6.0535793
859,4.018858
860,7.5315857
861,3.1860008
862,4.734974
863,3.4386213
864,4.4296384
865,2.9121668
866,3.706333
867,7.9043255
868,7.115483
869,3.9987354
870,35.461563
871,19.727398
872,153.9846
873,63.010017
874,61.55355
875,442.7095
876,493.80923
877,97.411575
878,98.45634
879,136.90475
880,115.99783
881,1010.11096
882,1246.751
883,184.90276
884,183.15276
885,2098.8484
886,329.7353
887,329.22202
888,1741.0321
889,421.42838
890,423.50305
891,422.30508
892,1755.3855
893,428.54083
894,439.15314
895,2302.5334
896,439.15314
897,439.5189
898,2302.5334
899,439.15314
900,360.13992
901,1909.3585
902,381.84
903,1584.6097
904,327.1203
905,353.2149
906,375.44385
907,1597.8042
908,392.34308
909,223.26605
910,238.73685
911,1499.2847
912,163.50337
913,1025.0304
914,163.50337
915,142.08289
916,676.135
917,142.07489
918,99.632065
919,99.632065
920,466.57233
921,40.5674
922,40.416973
923,204.13652
924,19.701612
925,11.762717
926,74.06486
927,20.733253
928,7.876839
929,11.145038
930,7.0388217
931,3.7536006
932,6.084134
933,3.3789642
934,4.2681146
935,2.8246543
936,2.9121668
937,4.4296384
938,3.706333
939,7.979338
940,8.556425
941,5.1971955
942,20.37521
943,31.809458
944,159.44467
945,40.376408
946,200.5707
947,39.444675
948,687.2583
949,102.96468
950,101.01632
951,1142.9974
952,140.20943
953,139.82928
954,185.29312
955,1240.7054
956,185.9336
957,209.38461
958,1876.1506
959,206.79631
960,389.00336
961,387.6729
962,2088.2983
963,441.13882
964,2339.6235
965,442.134
966,393.94247
967,2328.0146
968,471.71866
969,385.0659
970,2030.01
971,376.4316
972,372.3555
973,1764.0498
974,372.3555
975,365.61484
976,363.26385
977,1603.2928
978,1197.0881
979,343.54892
980,345.0253
981,242.33801
982,236.1444
983,1047.4941
984,813.9933
985,146.18683
986,146.18683
987,133.94221
988,133.94221
989,576.90704
990,282.16718
991,78.20066
992,77.69102
993,26.370707
994,27.20624
995,81.068665
996,13.299154
997,51.79295
998,11.927257
999,21.406906
1000,11.158864
1001,7.876839
1002,6.084134
1003,3.7536006
1004,7.0388217
1005,3.3789642
1006,4.2681146
1007,2.8246543
1008,5.930854
1009,6.65416
1010,3.2676291
1011,5.337825
1012,8.847862
1013,8.270776
1014,108.292404
1015,22.26161
1016,20.477106
1017,26.067299
1018,144.3497
1019,27.240437
1020,77.38506
1021,314.46085
1022,77.99667
1023,103.56603
1024,618.7851
1025,104.294846
1026,156.66505
1027,157.36632
1028,749.0028
1029,1159.6323
1030,184.31699
1031,184.31699
1032,247.76918
1033,247.76918
1034,1158.4858
1035,1241.0199
1036,278.0193
1037,277.8254
1038,295.51364
1039,293.51126
1040,1272.5751
1041,321.43408
1042,327.11182
1043,1637.4862
1044,288.72882
1045,1633.2733
1046,309.64682
1047,280.01447
1048,283.67447
1049,1220.6158
1050,282.42767
1051,282.42767
1052,1266.8395
1053,1180.9325
1054,209.4014
1055,209.4014
1056,950.7556
1057,156.14738
1058,156.14738
1059,633.7104
1060,139.24286
1061,139.24286
1062,84.6833
1063,84.6833
1064,319.41525
1065,110.54078
1066,32.78075
1067,32.51778
1068,11.927257
1069,71.68517
1070,18.786291
1071,12.377891
1072,28.92776
1073,8.368103
1074,3.7536006
1075,7.0388217
1076,6.084134
1077,3.3789642
1078,2.8246543
1079,4.2681146
1080,6.8351445
1081,6.1118374
1082,3.635905
1083,9.088827
1084,9.42477
1085,5.789976
1086,20.477106
1087,22.26161
1088,108.292404
1089,197.87494
1090,39.444675
1091,40.113438
1092,84.68821
1093,379.63824
1094,86.144775
1095,625.72485
1096,108.03602
1097,108.03602
1098,670.8256
1099,146.34062
1100,146.34062
1101,197.16855
1102,1245.9209
1103,203.31262
1104,310.93762
1105,1567.787
1106,317.48035
1107,348.59564
1108,1681.124
1109,352.33646
1110,356.33707
1111,355.5118
1112,1659.7954
1113,349.59644
1114,349.59644
1115,1642.9601
1116,354.68942
1117,354.68942
1118,1686.1849
1119,347.9488
1120,1608.3538
1121,347.9488
1122,329.61627
1123,1209.8566
1124,329.61627
1125,1223.4404
1126,241.2762
1127,243.26805
1128,960.96655
1129,156.84865
1130,156.84865
1131,713.84094
1132,163.53387
1133,163.53387
1134,102.280914
1135,470.27332
1136,102.67186
1137,32.78075
1138,110.54078
1139,32.78075
1140,11.927257
1141,13.299154
1142,51.79295
1143,12.586408
1144,10.56873
1145,39.972744
1146,7.0388217
1147,6.084134
1148,3.7536006
1149,2.8246543
1150,4.2681146
1151,3.3789642
1152,7.531412
1153,6.569124
1154,4.17218
1155,13.678268
1156,10.33606
1157,14.5041065
1158,20.678913
1159,161.82898
1160,32.20914
1161,26.546846
1162,27.532892
1163,144.3497
1164,361.8398
1165,85.827675
1166,85.98837
1167,103.56603
1168,596.09393
1169,103.77718
1170,668.7512
1171,147.44472
1172,146.34062
1173,1158.1653
1174,185.21689
1175,186.53574
1176,1176.5868
1177,264.7222
1178,270.4003
1179,269.611
1180,268.08957
1181,1180.8435
1182,264.8995
1183,1187.1238
1184,258.19742
1185,271.0583
1186,1226.9396
1187,271.0583
1188,286.51474
1189,279.36627
1190,1355.0889
1191,1674.3218
1192,323.81067
1193,313.97128
1194,311.7473
1195,1594.9733
1196,312.65244
1197,226.75471
1198,234.88548
1199,1131.9694
1200,163.71533
1201,1013.1717
1202,156.84865
1203,154.88936
1204,164.58517
1205,704.59735
1206,608.89966
1207,116.48515
1208,117.247314
1209,44.392807
1210,43.88214
1211,315.314
1212,27.361864
1213,174.5694
1214,25.62973
1215,10.881493
1216,39.972744
1217,12.825389
1218,7.2778025
1219,6.084134
1220,3.9925816
1221,6.7621727
1222,3.449652
1223,5.63404
1224,7.5969477
1225,6.569124
1226,4.2377157
1227,10.33606
1228,17.918686
1229,14.160873
1230,38.08959
1231,194.87135
1232,20.837595
1233,489.75336
1234,70.00299
1235,68.65263
1236,122.69341
1237,122.20429
1238,1114.443
1239,251.53865
1240,2291.0586
1241,251.53865
1242,417.0626
1243,418.364
1244,3302.3662
1245,573.90955
1246,573.90955
1247,4267.3667
1248,668.1323
1249,668.1323
1250,4317.2905
1251,864.4494
1252,864.4494
1253,4581.265
1254,864.4494
1255,4581.265
1256,864.4494
1257,864.4494
1258,863.3514
1259,4581.265
1260,4575.5483
1261,864.4494
1262,864.4494
1263,859.57697
1264,859.57697
1265,4376.755
1266,663.03815
1267,3657.008
1268,702.7679
1269,3087.506
1270,577.6874
1271,576.62744
1272,2217.962
1273,329.82074
1274,332.9422
1275,248.15334
1276,277.64633
1277,1261.3646
1278,693.5635
1279,161.50826
1280,161.50826
1281,46.45105
1282,389.89398
1283,46.45105
1284,28.293102
1285,29.123466
1286,187.18596
1287,39.992645
1288,14.7268095
1289,11.5001545
1290,6.084134
1291,4.353928
1292,7.928063
1293,7.680874
1294,6.084134
1295,4.059749
1296,4.37042
1297,6.569124
1298,7.7296505
1299,15.071902
1300,11.596989
1301,20.09087
1302,36.054955
1303,20.970299
1304,167.35454
1305,67.594894
1306,465.47122
1307,67.30146
1308,117.97143
1309,1066.8835
1310,118.166695
1311,241.41399
1312,241.8883
1313,1758.9495
1314,366.33398
1315,296.81766
1316,2631.269
1317,426.31317
1318,435.87952
1319,2857.7334
1320,498.6554
1321,496.0044
1322,3623.4436
1323,590.56006
1324,3733.653
1325,608.5636
1326,4171.3696
1327,628.4669
1328,628.4669
1329,535.2233
1330,590.0912
1331,3614.466
1332,481.85666
1333,482.22238
1334,2306.488
1335,351.86346
1336,352.68872
1337,1555.5597
1338,325.77213
1339,1066.7316
1340,320.46768
1341,271.96838
1342,1212.5944
1343,272.1095
1344,186.09364
1345,1142.3907
1346,188.43198
1347,709.0269
1348,166.27754
1349,166.27754
1350,85.705055
1351,86.211235
1352,362.15164
1353,33.98512
1354,110.54078
1355,33.98512
1356,75.650314
1357,20.097208
1358,21.010498
1359,39.972744
1360,13.414243
1361,11.813423
1362,4.353928
1363,6.1978226
1364,7.980346
1365,7.866657
1366,4.353928
1367,6.084134
1368,4.5990634
1369,8.185801
1370,6.569124
1371,12.243033
1372,21.93436
1373,15.864085
1374,37.27278
1375,21.408442
1376,164.65878
1377,44.060383
1378,44.323353
1379,218.46053
1380,94.22346
1381,429.5122
1382,94.57654
1383,114.741615
1384,754.9923
1385,114.852325
1386,1839.2847
1387,276.62256
1388,276.62256
1389,459.18515
1390,461.52725
1391,3640.4844
1392,489.02002
1393,560.6183
1394,3556.3892
1395,506.87695
1396,485.24448
1397,2851.4805
1398,3636.6223
1399,540.0023
1400,538.2925
1401,723.74854
1402,729.44617
1403,4541.9087
1404,854.56714
1405,851.9088
1406,4541.903
1407,848.9535
1408,4361.2773
1409,846.29517
1410,662.5431
1411,3597.3005
1412,664.1688
1413,573.05884
1414,3094.53
1415,573.05884
1416,346.35034
1417,2237.239
1418,398.3907
1419,1306.7539
1420,296.04245
1421,296.04245
1422,704.07715
1423,162.73007
1424,162.73007
1425,46.197464
1426,398.10468
1427,46.197464
1428,190.92018
1429,29.872265
1430,30.325201
1431,39.972744
1432,11.24284
1433,13.414243
1434,4.6664243
1435,8.179152
1436,6.608383
1437,4.353928
1438,7.6850033
1439,6.084134
1440,7.8147516
1441,6.569124
1442,4.644917
1443,15.682432
1444,12.294368
1445,21.93436
1446,21.408442
1447,355.31476
1448,54.78495
1449,77.71731
1450,575.8006
1451,78.32381
1452,127.40145
1453,1145.4703
1454,123.27352
1455,251.59221
1456,2235.9172
1457,249.93814
1458,3405.0947
1459,406.39322
1460,406.39322
1461,569.9214
1462,569.9214
1463,3787.3313
1464,4317.2905
1465,662.4426
1466,662.4426
1467,844.3947
1468,847.05304
1469,4581.265
1470,859.47217
1471,856.81384
1472,4581.265
1473,4581.265
1474,864.4494
1475,861.1851
1476,864.4494
1477,4575.5483
1478,862.7609
1479,4361.2773
1480,857.8886
1481,859.57697
1482,3647.9534
1483,665.86566
1484,665.60767
1485,3094.53
1486,573.6432
1487,573.6432
1488,347.23346
1489,2237.239
1490,347.23346
1491,1320.4456
1492,297.9842
1493,296.23453
1494,162.5348
1495,162.5348
1496,704.07715
1497,398.10468
1498,46.768578
1499,46.768578
1500,29.558998
1501,29.950699
1502,190.92018
1503,11.304247
1504,39.972744
1505,13.47565
1506,8.01444
1507,6.8998218
1508,4.522881
1509,7.2778025
1510,3.9925816
1511,6.084134
1512,5.701228
1513,6.569124
1514,8.185801
1515,22.392584
1516,16.322308
1517,12.752591
1518,21.408442
1519,355.4494
1520,55.45849
1521,75.01461
1522,525.5118
1523,77.77927
1524,122.20452
1525,122.20452
1526,1114.443
1527,1903.023
1528,248.62834
1529,248.62834
1530,400.76715
1531,400.76715
1532,2796.4038
1533,3729.306
1534,571.3351
1535,568.135
1536,4317.2905
1537,664.01636
1538,664.01636
1539,785.9648
1540,4561.464
1541,814.3315
1542,4531.808
1543,831.8653
1544,796.5321
1545,725.9767
1546,4281.365
1547,730.24146
1548,532.7412
1549,534.4512
1550,3631.957
1551,590.04816
1552,3348.2593
1553,590.04816
1554,502.94873
1555,566.38007
1556,2835.1582
1557,2194.0747
1558,428.31876
1559,428.31876
1560,1430.5399
1561,263.229
1562,262.51544
1563,1035.8026
1564,242.08517
1565,242.80698
1566,620.53204
1567,116.6669
1568,117.68793
1569,45.641266
1570,216.2111
1571,45.641266
1572,22.28555
1573,20.64391
1574,76.52319
1575,11.813423
1576,39.972744
1577,15.040076
1578,9.462412
1579,12.56253
1580,7.876205
1581,8.714077
1582,7.804602
1583,12.267092
1584,12.616792
1585,9.229621
1586,8.049738
1587,23.023453
1588,18.723667
1589,14.17363
1590,162.59808
1591,35.109905
1592,21.979023
1593,32.278496
1594,163.66496
1595,33.74467
1596,361.00247
1597,85.73219
1598,77.9262
1599,627.2401
1600,105.51052
1601,111.84223
1602,156.84865
1603,156.84865
1604,762.6301
1605,1588.2191
1606,221.17178
1607,235.85553
1608,352.84897
1609,352.84897
1610,1640.9277
1611,268.6102
1612,950.4414
1613,268.56345
1614,1213.3164
1615,303.09433
1616,312.2957
1617,478.79608
1618,471.76074
1619,2279.934
1620,490.002
1621,2760.8066
1622,518.66235
1623,3238.3745
1624,575.11395
1625,598.7754
1626,606.00903
1627,3503.6504
1628,603.6797
1629,3094.53
1630,582.53796
1631,582.53796
1632,2227.764
1633,336.73587
1634,336.73587
1635,283.9896
1636,1306.7539
1637,283.9896
1638,704.07715
1639,162.82129
1640,162.82129
1641,401.5678
1642,49.67769
1643,49.67769
1644,29.558998
1645,190.92018
1646,30.011934
1647,14.7268095
1648,39.972744
1649,11.5001545
1650,7.773235
1651,12.238204
1652,9.451355
1653,7.491335
1654,11.984378
1655,8.744632
1656,8.12753
1657,11.220086
1658,6.653033
1659,12.776925
1660,17.326962
1661,21.921358
1662,34.975994
1663,21.647238
1664,163.43547
1665,44.825726
1666,220.88712
1667,45.120335
1668,413.1765
1669,94.22346
1670,93.41057
1671,518.29004
1672,99.92381
1673,99.8576
1674,632.76855
1675,144.69057
1676,144.69057
1677,169.12003
1678,843.16125
1679,169.12003
1680,257.18317
1681,273.27173
1682,1527.5378
1683,306.17142
1684,307.07654
1685,1613.2672
1686,270.21786
1687,1314.7803
1688,283.37476
1689,1066.4708
1690,262.22202
1691,266.45612
1692,310.4259
1693,1076.1577
1694,306.19183
1695,316.23703
1696,321.54147
1697,1053.7446
1698,351.30176
1699,359.936
1700,1745.5483
1701,463.3515
1702,464.14844
1703,2281.6128
1704,1706.9819
1705,320.4357
1706,318.7601
1707,238.11073
1708,1046.7964
1709,245.61026
1710,118.35318
1711,118.35318
1712,626.3221
1713,50.08043
1714,50.08043
1715,360.16855
1716,177.40886
1717,29.849176
1718,27.37941
1719,15.040076
1720,39.972744
1721,11.813423
1722,12.551473
1723,8.075446
1724,9.451355
1725,8.744632
1726,7.804602
1727,12.2976465
1728,9.229621
1729,8.049738
1730,12.616792
1731,23.023453
1732,18.723667
1733,13.78759
1734,56.694466
1735,21.979023
1736,364.01978
1737,78.57541
1738,598.48956
1739,77.96891
1740,130.72153
1741,1169.5087
1742,130.72153
1743,251.87021
1744,251.87021
1745,2328.8762
1746,407.86633
1747,3312.5315
1748,407.86633
1749,570.20703
1750,570.20703
1751,3674.8337
1752,668.1323
1753,4215.6416
1754,665.4933
1755,845.5069
1756,4408.166
1757,847.4963
1758,857.5053
1759,857.5053
1760,4408.166
1761,4408.166
1762,857.5053
1763,847.4963
1764,4168.051
1765,730.46826
1766,767.9696
1767,3985.2751
1768,632.7859
1769,632.7859
1770,2907.554
1771,600.6376
1772,597.3191
1773,477.26953
1774,484.23297
1775,2360.915
1776,1630.3628
1777,271.16174
1778,271.16174
1779,249.4459
1780,1246.8995
1781,249.4459
1782,693.5635
1783,163.85931
1784,162.83276
1785,51.133293
1786,51.133293
1787,401.5678
1788,191.53452
1789,29.902725
1790,30.355661
1791,11.5001545
1792,39.992645
1793,14.7268095
1794,11.166665
1795,6.701697
1796,8.399719
1797,10.912841
1798,6.419796
1799,7.6929965
1800,9.229621
1801,12.616792
1802,8.049738
1803,22.637413
1804,18.337626
1805,13.736256
1806,21.769522
1807,194.87135
1808,40.202976
1809,72.33434
1810,72.94085
1811,528.52167
1812,122.20452
1813,122.20452
1814,1114.443
1815,1894.4272
1816,247.21407
1817,247.21407
1818,399.62662
1819,2796.4038
1820,399.62662
1821,539.5458
1822,3722.6204
1823,539.5458
1824,606.4059
1825,589.4568
